country,continent,year,co2_emissions,gdp,population
Saudi Arabia,Asia,2015,2874.185972350808,640.8109504770542,278.10671704276297
Saudi Arabia,Asia,2016,4707.5192026929835,73145.38704606812,1053.6677112791513
Saudi Arabia,Asia,2017,8847.737988297346,45930.76654304599,123.63723150400371
Saudi Arabia,Asia,2018,5808.978215190052,59700.09634763641,345.11252017021167
Saudi Arabia,Asia,2019,11061.276243765982,57092.540035954145,1014.6296666095169
Saudi Arabia,Asia,2020,1013.7962494226388,27679.24692231888,1196.122021914038
Indonesia,Asia,1995,1756.0985519115363,72029.33332576866,938.1726048329981
Indonesia,Asia,1996,272.4139138645206,29469.457464596348,1285.179362204223
Indonesia,Asia,1997,1735.5829464573294,61854.15987838244,35.90891273082654
Indonesia,Asia,1998,11113.780067208745,64954.79330391316,924.7700396907801
Indonesia,Asia,1999,6726.436291606615,47984.933514932454,537.5187539130131
Indonesia,Asia,2000,4761.840409436472,69021.07682431933,345.34355404083675
Indonesia,Asia,2001,2759.7370542552135,54193.474523246674,802.7278801044525
Indonesia,Asia,2002,6352.868704724278,67447.54003474754,966.6650015941129
Indonesia,Asia,2003,7968.737977042816,59379.78190637025,1365.4704863122556
Indonesia,Asia,2004,5299.458324943159,73807.62526580418,712.4499572489882
Indonesia,Asia,2005,1713.9199987282313,58939.42345513949,147.45144003098957
Indonesia,Asia,2006,5207.8717933223425,68357.47809313101,1018.2612820491514
Indonesia,Asia,2007,2113.6493858136023,44434.54022852576,1097.998579929877
Indonesia,Asia,2008,8824.612360425584,29099.392220042955,420.1731973632122
Indonesia,Asia,2009,11250.929902672153,21073.011818947474,524.0564610115711
Indonesia,Asia,2010,7631.296904172658,70549.62938023536,1459.9786263830208
Indonesia,Asia,2011,5450.080097246091,76816.39355014419,908.4551618225792
Indonesia,Asia,2012,2923.215964525359,16618.706872111703,31.08068610262196
Indonesia,Asia,2013,307.60928460492744,18160.705615642284,716.4737986241482
Indonesia,Asia,2014,2329.0442665999767,,323.3045249203958
Indonesia,Asia,2015,2179.6832789692844,74995.17187052917,1300.1448434794763
Indonesia,Asia,2016,6687.128220414825,54357.93431877484,1021.0262488888912
Indonesia,Asia,2017,11030.553143185876,89069.86354672974,183.03961538999908
Indonesia,Asia,2018,10074.89086557117,13261.52473081303,1138.3833203323306
Indonesia,Asia,2019,2959.2490234004295,18135.54686451831,
Indonesia,Asia,2020,2788.405098929246,71498.86582194804,
Nigeria,Africa,1995,1831.5726960547624,77421.94391824193,83.02497281308345
Nigeria,Africa,1996,6817.667879939007,7162.064779703623,513.065737832681
Nigeria,Africa,1997,1853.1864399087158,3220.5984502013944,366.3608099083003
Nigeria,Africa,1998,3173.968955274607,68890.84025046826,846.4951110162318
Nigeria,Africa,1999,3061.133532350887,48024.8842231966,181.8580674767746
Nigeria,Africa,2000,1679.1778115023692,36207.99506794476,1295.9163520484854
Nigeria,Africa,2001,5845.009907219035,18073.89162252614,621.2320541282054
Nigeria,Africa,2002,7028.139920642781,10233.5444076939,342.5851949831526
Nigeria,Africa,2003,10846.204430495589,48474.9181914017,762.3013758137095
Nigeria,Africa,2004,1511.568628907002,80384.6957459245,1077.5007834481587
Nigeria,Africa,2005,7660.171652770511,,1086.6891021694746
Nigeria,Africa,2006,4940.227760698922,85309.08613818357,903.4052661147576
Nigeria,Africa,2007,135.107910767051,16340.380964631371,
Nigeria,Africa,2008,1911.5602876685564,52263.712021384104,221.3767830892868
Nigeria,Africa,2009,9218.303225000805,82686.15838621643,715.9370144063716
Nigeria,Africa,2010,5746.989893915031,,314.7434285564744
Nigeria,Africa,2011,4445.042761093914,67660.21338494295,378.2477753349634
Nigeria,Africa,2012,6206.214498862805,51633.58447549062,641.4150226145772
Nigeria,Africa,2013,4513.796939372415,78846.22332209673,664.5778282944897
Nigeria,Africa,2014,5858.136429372022,5569.950894073793,451.3165457257794
Nigeria,Africa,2015,5820.011505321873,72667.99259808617,1480.0259515958014
Nigeria,Africa,2016,9240.170647017338,,732.9731928362132
Nigeria,Africa,2017,10940.377369268333,66054.80860118357,1344.3604297572358
Nigeria,Africa,2018,2362.542152072666,42803.13544550697,15.108443517250953
Nigeria,Africa,2019,3696.6936563968516,9131.792914068485,1073.02167677725
Nigeria,Africa,2020,619.5458572810916,57949.38898699585,221.05522138312406
Argentina,South America,1995,3542.9420223011853,11526.901334864635,1264.708814562771
Argentina,South America,1996,5622.618700679806,2209.3259943582016,955.0222295307407
Argentina,South America,1997,956.795966356119,84617.00259652613,286.3225387631211
Argentina,South America,1998,5825.497450995196,66623.20110295025,918.2641797469054
Argentina,South America,1999,4552.026442054323,24449.403019895566,849.2760731129401
Argentina,South America,2000,2000.876735956158,55982.44232245462,545.3659376031236
Argentina,South America,2001,1138.8697819057209,79634.66922026368,193.1057811092945
Argentina,South America,2002,393.85508292595676,28369.28513952327,687.1903829853003
Argentina,South America,2003,7964.075522844668,29007.91206339838,284.0163131689077
Argentina,South America,2004,1870.082259272902,12934.471208260233,1368.047420815061
Argentina,South America,2005,11736.632591657333,74193.81174998656,
Argentina,South America,2006,9166.940989584093,61003.3159954069,651.8952423462363
Argentina,South America,2007,7984.520890351275,5999.401546422497,
Argentina,South America,2008,3952.8171124805494,88155.7932239458,1025.7980323099832
Argentina,South America,2009,6284.91489900555,10086.6794422923,70.9875712336814
Argentina,South America,2010,3300.853547130722,10652.150958589726,1178.7568345749019
Argentina,South America,2011,7483.208554997913,31032.995866344892,473.34346354205013
Argentina,South America,2012,1234.4082722336152,19048.308551950144,854.5318418465216
Argentina,South America,2013,9265.57174018524,74041.21276840565,588.9519163453974
Argentina,South America,2014,1712.5358321506146,16009.083389743655,1088.0024945365694
Argentina,South America,2015,1992.579839904653,31407.250511765433,323.0445514953148
Argentina,South America,2016,6779.171201167936,17821.19975806809,1443.4758532160954
Argentina,South America,2017,8349.11148235471,,437.946142054187
Argentina,South America,2018,5483.226060305812,1452.8676862466177,
Argentina,South America,2019,4177.71718305986,20242.674630082187,18.63760503967191
Argentina,South America,2020,10243.125592249828,63955.86868952205,641.7468406051798
Turkey,Asia,1995,8383.67825760752,,548.7536937494393
Turkey,Asia,1996,8629.064688842831,6273.040954712292,1213.4918993948436
Turkey,Asia,1997,11064.332819476405,75567.96207940963,198.2407516889767
Turkey,Asia,1998,5449.50712964419,64973.70420231996,266.8062067955415
Turkey,Asia,1999,335.3702077411434,76091.28033599087,
Turkey,Asia,2000,7078.604923539085,,355.59463377736654
Turkey,Asia,2001,4536.872955530186,,1326.2344091320435
Turkey,Asia,2002,277.654597106513,12540.449437401625,336.87312687396997
Turkey,Asia,2003,5848.597093158886,14021.307900241583,1178.0181021888582
Turkey,Asia,2004,1318.5178457825048,67641.6159358184,618.9420023228012
Turkey,Asia,2005,9367.798968911824,42476.695118899115,174.99041169786508
Turkey,Asia,2006,11808.155386132818,,247.63056113481255
Turkey,Asia,2007,2024.0960076594147,86198.6117359828,1441.972382846296
Turkey,Asia,2008,9008.534235431742,40161.31115888297,668.6480556694388
Turkey,Asia,2009,141.45133724744704,50761.41040203057,1324.3494641333593
Turkey,Asia,2010,11148.767480757142,52958.901863750376,545.2870557241849
Turkey,Asia,2011,1108.7474653798342,66320.20221992994,
Turkey,Asia,2012,5194.416085847374,32768.326152717564,
Turkey,Asia,2013,11183.266427200271,79406.45425658661,1259.8730960561613
Turkey,Asia,2014,1227.6847166642974,54674.29422042504,434.17706908479425
Turkey,Asia,2015,5234.708665436735,21639.483661389422,418.3268445372904
Turkey,Asia,2016,9242.300057123455,73855.60418866143,43.74865068420275
Turkey,Asia,2017,4296.095492255429,28897.648306291725,1118.2808096708625
Turkey,Asia,2018,9989.692670567294,888.2897217305506,200.88725135699096
Turkey,Asia,2019,3833.5219148022475,,1278.1372770948683
Turkey,Asia,2020,5201.35286032311,54225.095639620165,225.7304369091301
